POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,label
42.496662,7.566849,2.633274,1.916496,0.50917,12.12486,3.598958,1.974436,0.591886,0.197118,4.507495,3.563465,1.842537,0.52976,0.171433,8.732608,3.994914,1.437074,0.435221,0.190481,8.658902,7.055117,1.246123,0.791963,0.152099,7.768133,4.460653,1.79502,0.921373,0.214709,7.468108,5.016142,0.879813,0.819108,0.165452,6.855211,6.629494,1.736766,1.492244,0.669008,concentrate
47.520126,9.143637,2.661942,1.717127,0.584621,11.278461,3.351929,1.978221,0.481942,0.243457,4.354805,3.465436,1.815169,0.516724,0.178089,8.117584,3.978187,1.560388,0.404866,0.211501,7.769905,6.3807,0.920899,0.681352,0.16722,7.539016,3.730667,1.388804,0.920379,0.205309,6.580338,4.385283,0.699982,0.673317,0.170688,6.075165,6.460833,1.574807,1.312993,0.678123,concentrate
49.151314,10.501155,2.676397,1.491123,0.653069,9.686191,3.46103,2.019028,0.373817,0.3074,4.066689,3.452544,1.795271,0.491469,0.187972,7.0358,4.11201,1.672883,0.370463,0.230934,6.53152,5.610655,0.738538,0.577115,0.186069,6.861484,3.001325,1.140146,0.923862,0.201027,5.484086,3.813269,0.62978,0.544837,0.188045,5.187376,5.970153,1.515756,1.152026,0.686603,concentrate
47.505753,11.121855,2.772559,1.299968,0.686893,8.139493,3.985914,2.173154,0.295648,0.377623,3.831255,3.568148,1.835906,0.455624,0.199128,6.006434,4.426626,1.827877,0.345726,0.245443,5.488377,4.864364,0.745122,0.484867,0.203692,6.025778,2.361643,1.06631,0.900832,0.198373,4.59426,3.371363,0.685959,0.448607,0.213855,4.373058,5.172543,1.553237,1.013289,0.701262,concentrate
42.775871,10.726537,3.011865,1.184469,0.673891,7.249657,4.861712,2.426243,0.258412,0.434108,3.759068,3.797548,1.948291,0.411507,0.206501,5.409893,4.883759,2.031436,0.335789,0.251254,4.978327,4.232014,0.900675,0.407557,0.215012,5.383834,1.863762,1.104379,0.835294,0.194712,4.10034,3.066629,0.826103,0.380814,0.239951,3.829404,4.23597,1.640699,0.881882,0.72122,concentrate
36.35928,9.398232,3.397532,1.144421,0.619249,7.271873,5.920711,2.705916,0.256906,0.457444,3.849222,4.053396,2.102636,0.364714,0.205796,5.399549,5.395545,2.248811,0.339656,0.246825,4.993432,3.766685,1.09756,0.347779,0.217138,5.102841,1.531676,1.163047,0.734487,0.191865,3.953685,2.871537,0.964198,0.330384,0.258182,3.643157,3.383869,1.719189,0.745265,0.73654,concentrate
29.063196,7.491974,3.865413,1.149349,0.543611,8.027023,6.951153,2.92123,0.273757,0.438812,3.996182,4.20577,2.248497,0.32209,0.196463,5.852152,5.840975,2.418962,0.349403,0.233685,5.267106,3.480801,1.224012,0.30832,0.210189,5.112409,1.374,1.195073,0.620567,0.194659,3.962037,2.752961,1.019498,0.2913,0.264526,3.616686,2.721511,1.758991,0.614222,0.740327,concentrate
20.976053,5.507313,4.278379,1.154793,0.473596,9.042278,7.779253,2.976256,0.292261,0.384955,4.045292,4.136523,2.32519,0.289552,0.182676,6.480722,6.119327,2.458138,0.355526,0.216514,5.404488,3.297357,1.216302,0.292439,0.197265,5.197061,1.40022,1.194923,0.520764,0.20902,3.915026,2.633356,0.958742,0.26699,0.260365,3.544873,2.234415,1.754906,0.514916,0.740411,concentrate
13.986391,3.904708,4.476139,1.128559,0.43263,9.938633,8.249477,2.835079,0.304261,0.31471,3.936274,3.775466,2.268146,0.267408,0.170616,7.076333,6.140564,2.318974,0.352442,0.200494,5.180998,3.131773,1.08983,0.29879,0.183614,5.25491,1.608217,1.166197,0.458745,0.241028,3.711369,2.441162,0.821508,0.259473,0.250381,3.431047,1.883137,1.697155,0.459525,0.754074,concentrate
8.508008,2.904151,4.366122,1.072826,0.436288,10.502236,8.263721,2.529827,0.31032,0.250173,3.713212,3.167773,2.051867,0.256503,0.164585,7.508328,5.865265,2.023204,0.340799,0.188487,4.540895,2.922193,0.908663,0.321762,0.174675,5.318128,1.964252,1.114676,0.450713,0.29418,3.308144,2.152261,0.685912,0.266367,0.240002,3.338799,1.657795,1.585683,0.451916,0.801954,concentrate
5.883882,2.545495,3.930798,1.016942,0.485993,10.64894,7.845478,2.130171,0.316519,0.208349,3.472068,2.468364,1.70154,0.258806,0.165776,7.690491,5.348401,1.642268,0.326125,0.18131,3.71113,2.668532,0.748481,0.353188,0.173683,5.703726,2.38523,1.053584,0.499361,0.365964,2.798003,1.815766,0.619459,0.282039,0.233028,3.455351,1.591388,1.454894,0.499983,0.894794,concentrate
5.619236,2.767565,3.275414,1.000073,0.567915,10.483111,7.099586,1.707336,0.327505,0.195819,3.289119,1.84998,1.28121,0.27432,0.172148,7.615645,4.696655,1.258951,0.312958,0.178726,2.991947,2.386087,0.661998,0.386035,0.18019,6.7625,2.760387,0.996242,0.591371,0.445412,2.310214,1.494856,0.646245,0.300214,0.230128,3.967748,1.708486,1.354675,0.620962,1.024892,concentrate
7.773105,3.503983,2.61306,1.045996,0.658206,10.221447,6.120473,1.323139,0.342715,0.207224,3.186924,1.414219,0.881656,0.298113,0.17951,7.348815,3.991822,0.942395,0.301361,0.179349,2.567772,2.077424,0.659023,0.415356,0.190678,8.592611,2.981172,0.958781,0.698849,0.514924,1.985679,1.232285,0.737909,0.315342,0.229023,4.943847,1.943272,1.326664,0.823295,1.162769,concentrate
11.813214,4.614798,2.139394,1.153746,0.731048,9.908188,5.053494,1.025835,0.358703,0.229656,3.100529,1.198438,0.582104,0.321796,0.183446,6.921519,3.341873,0.730434,0.289791,0.181276,2.479047,1.769422,0.700275,0.436493,0.199897,10.814831,2.976758,0.934553,0.78476,0.556836,1.902395,1.062523,0.827051,0.322636,0.226247,6.254629,2.145998,1.357548,1.090521,1.268043,concentrate
16.669544,5.854517,1.906352,1.2921,0.76684,9.621585,4.12605,0.833672,0.367705,0.249896,2.99958,1.191818,0.409633,0.334704,0.181137,6.428945,2.889074,0.614392,0.274654,0.182581,2.622954,1.466764,0.722597,0.445297,0.20348,12.675543,2.750306,0.89466,0.817087,0.56111,2.078737,0.968029,0.843813,0.320908,0.219753,7.709624,2.187332,1.380815,1.371206,1.308026,concentrate
21.485876,6.887499,1.86175,1.414142,0.762092,9.409975,3.515322,0.722753,0.363302,0.259456,2.93617,1.313834,0.339347,0.328265,0.172538,6.058235,2.702121,0.548628,0.254828,0.1821,2.860789,1.190265,0.69772,0.44085,0.201757,13.456856,2.414259,0.824099,0.78303,0.532476,2.48087,0.902191,0.773453,0.314995,0.212207,9.184808,2.016457,1.334369,1.594052,1.271446,concentrate
24.786966,7.366936,1.881025,1.481832,0.730811,9.338043,3.283404,0.66858,0.343843,0.253677,2.96021,1.466571,0.332994,0.301141,0.159502,5.95092,2.755734,0.503647,0.232932,0.178966,3.077904,1.004308,0.628507,0.422765,0.198174,12.813187,2.139697,0.733367,0.693283,0.487152,3.012261,0.837507,0.636008,0.307795,0.207751,10.477168,1.720132,1.202262,1.698825,1.174191,concentrate
25.503513,7.12056,1.847212,1.484625,0.695574,9.374515,3.404215,0.662003,0.314855,0.232505,3.065253,1.609215,0.365765,0.2611,0.145092,6.101283,2.982472,0.479614,0.213143,0.172677,3.223417,0.995744,0.553687,0.393343,0.196175,10.928892,2.047276,0.655937,0.582376,0.444276,3.534533,0.798076,0.486127,0.300102,0.208701,11.384139,1.466391,1.023588,1.659924,1.04718,concentrate
23.493698,6.244493,1.685856,1.441349,0.680654,9.376141,3.803941,0.683156,0.282702,0.203804,3.204117,1.77871,0.412085,0.219772,0.132636,6.322903,3.32873,0.475257,0.196543,0.165548,3.295695,1.187009,0.502458,0.356574,0.197162,8.500211,2.153706,0.619498,0.490058,0.415497,3.905593,0.817934,0.367024,0.291005,0.21468,11.758495,1.402529,0.8518,1.507837,0.93015,concentrate
19.263773,5.063298,1.408069,1.391712,0.698619,9.123942,4.392131,0.704881,0.256469,0.182648,3.303258,2.033314,0.450276,0.190337,0.125314,6.34728,3.769878,0.48385,0.186391,0.164172,3.383898,1.507137,0.482577,0.316052,0.200141,6.406554,2.374686,0.634516,0.439283,0.400612,4.066302,0.903973,0.295406,0.280569,0.222506,11.538017,1.571781,0.736698,1.329152,0.861774,concentrate
14.403902,3.886946,1.090749,1.379449,0.744761,8.441009,5.071891,0.688892,0.244245,0.183512,3.295719,2.387444,0.460155,0.182585,0.125194,5.963923,4.292943,0.479157,0.18664,0.175566,3.599219,1.852813,0.472017,0.274887,0.203002,5.229392,2.559326,0.673301,0.432385,0.391506,4.071867,1.042052,0.25939,0.271241,0.228199,10.782891,1.875886,0.690409,1.22184,0.868713,concentrate
10.435061,2.954814,0.826914,1.425911,0.798561,7.352358,5.753419,0.617361,0.250241,0.211274,3.181804,2.800194,0.434517,0.19804,0.131864,5.182332,4.872606,0.439388,0.19875,0.202093,3.945202,2.139491,0.455729,0.238846,0.204057,5.020903,2.586762,0.702264,0.455544,0.377711,3.997539,1.208039,0.240209,0.266651,0.229184,9.72011,2.131109,0.695212,1.233418,0.963943,concentrate
8.144663,2.361653,0.663515,1.52017,0.836657,6.077463,6.360305,0.514014,0.272551,0.257222,3.002349,3.184305,0.38517,0.229349,0.141181,4.214763,5.462086,0.372575,0.219808,0.238144,4.301807,2.302388,0.430797,0.21427,0.202944,5.359066,2.423055,0.703004,0.487275,0.353968,3.876992,1.352434,0.222442,0.267937,0.225439,8.615622,2.193098,0.709747,1.342634,1.139473,concentrate
7.546721,2.058631,0.589632,1.627213,0.84562,4.835684,6.815509,0.413433,0.305147,0.302844,2.804491,3.444129,0.333674,0.2636,0.147919,3.290999,5.973288,0.302053,0.244168,0.271586,4.510695,2.335626,0.411684,0.204118,0.199527,5.677852,2.135871,0.663648,0.509747,0.324698,3.709869,1.447517,0.215775,0.272628,0.218464,7.600169,2.009397,0.695681,1.473814,1.356775,concentrate
7.83412,1.922383,0.570933,1.701855,0.825651,3.741775,7.009127,0.352984,0.342596,0.329571,2.594737,3.495137,0.29994,0.288819,0.148933,2.521488,6.259846,0.253047,0.267042,0.289773,4.483163,2.329634,0.432846,0.207367,0.193411,5.677424,1.84577,0.596146,0.513325,0.298611,3.474658,1.534547,0.252573,0.275819,0.210345,6.801178,1.662825,0.63749,1.544277,1.555145,concentrate
8.146605,1.83412,0.581003,1.707696,0.782649,2.863893,6.834985,0.373788,0.379033,0.32875,2.37486,3.318761,0.302407,0.298143,0.144635,1.932406,6.187829,0.249929,0.283911,0.28619,4.170345,2.352208,0.525423,0.222131,0.183775,5.275502,1.587335,0.533185,0.497119,0.28147,3.124824,1.66173,0.364761,0.272937,0.202697,6.191997,1.285801,0.554211,1.507277,1.670896,concentrate
8.304064,1.763103,0.623979,1.639459,0.72506,2.262393,6.290825,0.503967,0.406563,0.30431,2.168413,2.979936,0.358052,0.292488,0.137689,1.52612,5.738955,0.31616,0.290919,0.262649,3.648919,2.402115,0.694949,0.24388,0.169835,4.560114,1.339061,0.504124,0.466872,0.272793,2.669415,1.845092,0.564762,0.260664,0.19551,5.744927,0.961725,0.482417,1.380606,1.670774,concentrate
8.213497,1.736249,0.715387,1.522082,0.661826,2.02771,5.546752,0.724358,0.418588,0.267668,2.018259,2.590683,0.465357,0.279598,0.130731,1.33558,5.052524,0.450301,0.287365,0.226876,3.175198,2.433904,0.90862,0.266431,0.15144,3.903776,1.096867,0.520662,0.429353,0.266618,2.214574,2.055516,0.821743,0.238627,0.187213,5.69133,0.755987,0.443102,1.215629,1.563195,concentrate
8.151163,1.729641,0.861379,1.404235,0.599787,2.169647,4.835275,0.987135,0.413291,0.230888,1.950577,2.24782,0.604713,0.271622,0.125079,1.359445,4.333323,0.631537,0.276604,0.189159,2.981392,2.377682,1.107486,0.284473,0.13037,3.686435,0.874715,0.572714,0.389377,0.255767,1.887042,2.221559,1.07197,0.212226,0.176139,6.215556,0.664415,0.439716,1.068621,1.386677,concentrate
8.453348,1.699841,1.044275,1.326945,0.54371,2.559386,4.326892,1.228701,0.392556,0.201684,1.968051,1.997404,0.747543,0.277357,0.120405,1.541529,3.751951,0.824862,0.26331,0.158231,3.146785,2.210149,1.241594,0.292804,0.110916,4.100599,0.683212,0.634759,0.349178,0.237184,1.770304,2.296363,1.250416,0.18762,0.162014,7.306676,0.676612,0.459914,0.980107,1.19035,concentrate
9.085032,1.629502,1.235843,1.291078,0.496886,3.054438,4.040442,1.380747,0.362696,0.182534,2.055073,1.817293,0.862643,0.297091,0.116033,1.819668,3.356148,0.979733,0.251979,0.138998,3.521192,1.984179,1.292884,0.288328,0.097885,5.128097,0.575043,0.680449,0.309438,0.213365,1.811237,2.289739,1.327156,0.168089,0.146773,8.653316,0.812204,0.497087,0.95477,1.012489,concentrate
10.124822,1.574657,1.424349,1.268541,0.463712,3.528523,3.877646,1.418675,0.333943,0.172155,2.178903,1.654576,0.935852,0.322331,0.112174,2.108052,3.083314,1.067577,0.245338,0.132639,3.814374,1.794126,1.272515,0.273614,0.093653,6.514107,0.61867,0.70128,0.279207,0.190413,1.901875,2.271379,1.308908,0.156828,0.133535,9.662395,1.071339,0.556556,0.973965,0.86798,concentrate
11.445582,1.617502,1.614872,1.223424,0.447294,3.829531,3.735418,1.362813,0.316454,0.168672,2.297225,1.486033,0.971331,0.339318,0.109912,2.297861,2.849938,1.089713,0.24324,0.137972,3.806045,1.731397,1.204052,0.254903,0.098577,7.83955,0.836318,0.705564,0.271176,0.174926,1.972026,2.337089,1.226454,0.157005,0.12545,9.821401,1.488225,0.634482,1.016353,0.753342,concentrate
13.045104,1.800002,1.807073,1.137339,0.449034,3.994835,3.593264,1.2415,0.315416,0.17197,2.443775,1.344228,0.968771,0.337315,0.110887,2.404121,2.63299,1.052973,0.243242,0.153581,3.424463,1.816604,1.107315,0.242459,0.113896,8.74512,1.180877,0.707353,0.293714,0.173077,1.99657,2.527744,1.109721,0.172823,0.125507,9.02118,2.084525,0.716245,1.075241,0.660456,concentrate
14.830676,2.086773,1.982144,1.020808,0.465111,4.124549,3.521145,1.087658,0.32675,0.180873,2.636974,1.26956,0.925858,0.313684,0.115869,2.515862,2.475304,0.966166,0.241008,0.176463,2.894128,1.998354,0.994722,0.245652,0.141109,9.107147,1.558888,0.716985,0.344845,0.187664,2.084996,2.796326,0.977342,0.205218,0.135323,7.664512,2.810877,0.78552,1.153928,0.582265,concentrate
16.830204,2.371799,2.100704,0.906213,0.488769,4.344513,3.641032,0.94703,0.337691,0.190383,2.840681,1.295163,0.851485,0.275406,0.123684,2.704656,2.469545,0.859731,0.230686,0.199819,2.656189,2.187644,0.879344,0.269606,0.180509,9.012972,1.877607,0.739414,0.412403,0.216458,2.475145,3.04781,0.848603,0.253135,0.155435,6.508967,3.519991,0.836414,1.255492,0.526225,concentrate
18.480417,2.518019,2.10172,0.836591,0.515814,4.697869,4.031579,0.850508,0.336804,0.193975,2.986082,1.435986,0.757701,0.238558,0.131829,3.000779,2.692043,0.764761,0.211369,0.21519,3.118328,2.284956,0.781561,0.310063,0.2278,8.716616,2.076023,0.764232,0.480296,0.251718,3.392012,3.171931,0.750145,0.310687,0.183842,6.296386,4.014311,0.879977,1.372369,0.509196,concentrate
19.299444,2.44883,1.946732,0.842285,0.54516,5.106893,4.660348,0.81627,0.318273,0.186817,3.010564,1.672245,0.660838,0.2213,0.137363,3.31679,3.141865,0.708584,0.187797,0.215863,4.416152,2.23553,0.728445,0.354256,0.273481,8.496008,2.142227,0.783157,0.535305,0.283129,4.879318,3.089139,0.708171,0.365239,0.215357,7.388342,4.118477,0.935424,1.479354,0.544332,concentrate
18.974857,2.227757,1.662657,0.925187,0.577585,5.394657,5.37883,0.851413,0.284616,0.168637,2.888482,1.947688,0.578838,0.23223,0.138288,3.545495,3.719215,0.711001,0.167458,0.200464,6.250428,2.071182,0.748329,0.386251,0.305657,8.456949,2.130771,0.795556,0.571365,0.301216,6.694564,2.817683,0.74445,0.401605,0.24205,9.529831,3.780377,1.015667,1.539973,0.628502,concentrate
17.42976,1.986289,1.335047,1.059361,0.612572,5.426278,5.92505,0.944113,0.244861,0.143932,2.679053,2.181866,0.527049,0.266854,0.134425,3.603434,4.221431,0.770168,0.155943,0.173741,8.057518,1.887048,0.851108,0.399771,0.317112,8.498318,2.136399,0.809333,0.594505,0.30072,8.403227,2.460497,0.855482,0.411217,0.257292,12.004133,3.136039,1.119814,1.528344,0.738697,concentrate
15.135503,1.830299,1.051148,1.205798,0.648392,5.17469,6.086563,1.052725,0.210188,0.11972,2.541955,2.335178,0.505645,0.312996,0.127042,3.525103,4.478554,0.853214,0.156506,0.144198,9.205585,1.769255,1.018409,0.408594,0.307613,8.399519,2.225479,0.837949,0.627612,0.28392,9.511527,2.132732,1.008897,0.401155,0.257818,13.927372,2.424371,1.231686,1.458631,0.843353,concentrate
12.706034,1.796074,0.854668,1.333858,0.68155,4.811382,5.852945,1.134287,0.189028,0.101893,2.640406,2.42447,0.506951,0.355758,0.117806,3.447011,4.466299,0.919205,0.168699,0.11984,9.309615,1.744861,1.20989,0.438413,0.28341,7.993693,2.404552,0.879028,0.689859,0.257672,9.680758,1.906456,1.157741,0.390872,0.244668,14.64919,1.888865,1.326549,1.381613,0.911922,concentrate
11.226982,1.868278,0.7382,1.427157,0.705668,4.561967,5.371027,1.162293,0.18809,0.09307,3.043602,2.479803,0.522626,0.384911,0.108158,3.518722,4.268241,0.94162,0.190743,0.104773,8.374007,1.778199,1.384209,0.50797,0.25417,7.319321,2.658823,0.92093,0.782227,0.230426,8.890095,1.78437,1.254629,0.398412,0.222955,14.093405,1.692942,1.391789,1.35051,0.92609,concentrate
11.178413,2.015018,0.665349,1.473938,0.714231,4.551099,4.84652,1.138138,0.208875,0.092327,3.66563,2.508501,0.544739,0.396878,0.09934,3.777698,4.004969,0.918355,0.218248,0.098108,6.766381,1.817554,1.513599,0.617662,0.229928,6.566463,2.974612,0.949172,0.885078,0.209987,7.391674,1.708196,1.276503,0.430132,0.200598,12.622604,1.859293,1.431458,1.386656,0.891728,concentrate
12.373679,2.146596,0.597056,1.462653,0.706067,4.78152,4.41559,1.08997,0.247311,0.096619,4.306564,2.490702,0.569309,0.392209,0.092567,4.142752,3.755518,0.871106,0.244869,0.095587,5.088981,1.840244,1.592547,0.75309,0.217045,5.948424,3.31856,0.955447,0.969782,0.204179,5.672493,1.618417,1.240083,0.482191,0.185005,10.878116,2.289934,1.469703,1.46742,0.835542,concentrate
14.050223,2.254182,0.524851,1.390638,0.68643,5.038257,4.185142,1.037799,0.296137,0.102474,4.721365,2.455086,0.5921,0.37373,0.089041,4.426288,3.605364,0.820167,0.264762,0.093133,3.856742,1.885244,1.629372,0.881788,0.215365,5.543314,3.658104,0.945432,1.009176,0.218565,4.166539,1.5076,1.177118,0.543039,0.18019,9.434926,2.828804,1.522517,1.540575,0.798192,concentrate
15.368223,2.411092,0.450426,1.270736,0.661541,5.149754,4.262911,0.983005,0.347323,0.106802,4.757777,2.494155,0.599329,0.342438,0.089296,4.486046,3.666142,0.771344,0.273921,0.089242,3.296725,2.018626,1.627961,0.966695,0.220177,5.304739,3.94764,0.932696,0.98904,0.25247,3.126868,1.417232,1.106043,0.597474,0.186005,8.549399,3.329503,1.57525,1.548153,0.816443,concentrate
15.657552,2.659163,0.397712,1.123873,0.634735,4.944903,4.654003,0.926467,0.390219,0.108022,4.378385,2.687929,0.583199,0.299943,0.092617,4.253646,3.978213,0.724233,0.271292,0.085119,3.271763,2.271323,1.575433,0.980415,0.224884,5.062872,4.124703,0.927798,0.909228,0.299632,2.560597,1.407878,1.023301,0.630652,0.197981,8.159534,3.674214,1.587499,1.464864,0.902949,concentrate
14.86694,2.965552,0.392222,0.970911,0.605926,4.429673,5.213539,0.877546,0.415292,0.106254,3.673624,3.035038,0.548889,0.250192,0.096874,3.772644,4.460065,0.681062,0.259008,0.082994,3.456733,2.614786,1.45407,0.91726,0.223592,4.70453,4.133424,0.920821,0.783147,0.348786,2.314063,1.517937,0.915817,0.634605,0.209476,7.98596,3.800242,1.523305,1.306553,1.038973,concentrate
12.980317,3.229805,0.441413,0.826566,0.574672,3.780264,5.733427,0.841713,0.416013,0.103409,2.828871,3.450427,0.50789,0.199987,0.099252,3.201607,4.959242,0.642059,0.241468,0.084431,3.629761,2.962659,1.274265,0.795845,0.213455,4.372322,3.958662,0.894386,0.635041,0.387045,2.233904,1.729256,0.781216,0.610987,0.214983,7.843669,3.69343,1.37346,1.120168,1.183231,concentrate
10.731606,3.336027,0.532623,0.698868,0.542376,3.278994,5.974619,0.829976,0.391535,0.101848,2.064621,3.766389,0.47537,0.157154,0.097767,2.729022,5.273029,0.619624,0.222774,0.089016,3.850524,3.199276,1.06318,0.651421,0.194986,4.481316,3.648884,0.833365,0.491178,0.403587,2.316958,1.959681,0.636208,0.569993,0.21169,7.89185,3.386142,1.16217,0.958387,1.289728,concentrate
8.467119,3.2438,0.642185,0.591258,0.516227,3.084574,5.756807,0.867692,0.349301,0.103311,1.509627,3.816587,0.47537,0.12697,0.091975,2.425989,5.219439,0.644299,0.206477,0.094655,4.265345,3.28951,0.869677,0.522597,0.171991,5.345665,3.328839,0.739317,0.371009,0.393563,2.597525,2.123029,0.513364,0.524762,0.200216,8.414434,2.990991,0.947428,0.867805,1.329013,concentrate
6.477558,3.035182,0.751004,0.497844,0.501431,3.169425,5.073197,0.955289,0.298306,0.107656,1.168881,3.54924,0.525693,0.112325,0.083434,2.253858,4.749208,0.730686,0.192989,0.098847,4.899274,3.253128,0.737804,0.435897,0.149996,6.83373,3.085812,0.643556,0.285718,0.36121,3.034897,2.161887,0.437242,0.485614,0.182938,9.410966,2.631851,0.79506,0.864128,1.293291,concentrate
5.089875,2.860646,0.851378,0.413793,0.498727,3.40483,4.176207,1.063107,0.250863,0.113332,1.002499,3.085614,0.619555,0.11396,0.075199,2.15382,4.039584,0.859487,0.18327,0.100202,5.58972,3.102351,0.677998,0.399489,0.134544,8.405287,2.903192,0.584433,0.241543,0.318684,3.515491,2.044264,0.41339,0.459034,0.163461,10.514315,2.395466,0.748786,0.924929,1.193201,concentrate
4.357036,2.840482,0.940675,0.345772,0.505484,3.603012,3.420915,1.152888,0.22087,0.118133,0.96965,2.62708,0.732545,0.132911,0.070079,2.086221,3.372576,0.994531,0.181748,0.098743,6.059432,2.85349,0.660655,0.400393,0.128419,9.422521,2.714075,0.578371,0.238745,0.278647,3.903138,1.799124,0.424709,0.443768,0.145545,11.162067,2.318702,0.800554,1.005476,1.050581,concentrate
4.601594,2.982169,1.011755,0.313642,0.516836,3.672274,3.077474,1.189486,0.217999,0.120298,1.052834,2.343585,0.830042,0.170514,0.068998,2.068655,2.986643,1.094839,0.193853,0.095799,6.043763,2.537056,0.65169,0.419288,0.130095,9.446481,2.442423,0.624275,0.271697,0.250478,4.087631,1.501631,0.444712,0.435962,0.130909,10.881413,2.344185,0.905583,1.066516,0.888812,concentrate
5.335537,3.170753,1.055678,0.337914,0.526616,3.581425,3.188967,1.157002,0.246239,0.119009,1.225438,2.251487,0.882761,0.227849,0.071148,2.114221,2.932956,1.129797,0.225563,0.093175,5.46373,2.202962,0.637927,0.435762,0.135624,8.475258,2.071342,0.716742,0.322727,0.237366,4.010749,1.23875,0.454103,0.429344,0.120205,9.568509,2.363651,1.020876,1.09066,0.729773,concentrate
6.595979,3.290534,1.06997,0.42049,0.526368,3.333932,3.599225,1.062528,0.298606,0.114563,1.437498,2.245435,0.880102,0.300778,0.074781,2.179102,3.091932,1.090313,0.276142,0.091864,4.496777,1.930349,0.628605,0.436188,0.141135,6.958131,1.669312,0.84783,0.371477,0.237086,3.751059,1.080241,0.450465,0.417418,0.113058,7.667727,2.324569,1.13154,1.094738,0.592924,concentrate
7.28847,3.275025,1.056495,0.543809,0.510735,3.055298,4.10105,0.93379,0.358979,0.108538,1.650635,2.20983,0.827352,0.378306,0.078175,2.244954,3.305122,0.990315,0.33549,0.091584,3.510602,1.751265,0.638783,0.419939,0.144311,5.477553,1.28664,0.998996,0.407364,0.245877,3.462313,1.040925,0.444699,0.399913,0.10816,5.926742,2.166196,1.24999,1.121657,0.494581,concentrate
7.423279,3.119463,1.010433,0.679591,0.482885,2.869918,4.565132,0.805442,0.410789,0.104005,1.84075,2.09517,0.742548,0.445601,0.080908,2.316468,3.483695,0.859955,0.38783,0.091422,2.914847,1.697958,0.672757,0.39617,0.14586,4.503651,0.968387,1.143189,0.430023,0.261839,3.31291,1.136583,0.444826,0.381055,0.104711,5.087648,1.916201,1.372498,1.2069,0.442796,concentrate
6.945813,2.89146,0.933004,0.802902,0.455403,2.821903,4.995238,0.710071,0.446708,0.105972,1.981094,1.962641,0.651002,0.489354,0.084136,2.357748,3.661031,0.734706,0.419167,0.090684,2.903509,1.788703,0.725133,0.372096,0.149087,4.15476,0.770415,1.267134,0.442704,0.282929,3.365606,1.365595,0.45094,0.361993,0.103477,5.499306,1.669244,1.486429,1.345347,0.434862,concentrate
6.162829,2.732781,0.831538,0.904161,0.442153,2.84052,5.442941,0.653349,0.468849,0.118775,2.074723,1.912878,0.565257,0.502855,0.089102,2.361576,3.911343,0.630913,0.423637,0.089151,3.370689,2.027494,0.772084,0.34967,0.157924,4.233389,0.742756,1.354305,0.450883,0.305476,3.553666,1.716788,0.45441,0.340262,0.106784,6.939616,1.548916,1.547228,1.485777,0.456847,concentrate
5.68395,2.808901,0.73051,0.985629,0.450345,2.935654,5.950263,0.629356,0.484668,0.143467,2.158255,2.029837,0.490727,0.489466,0.095985,2.397232,4.283366,0.556229,0.406384,0.087214,4.006178,2.406626,0.783702,0.32506,0.174636,4.390993,0.907677,1.395588,0.457099,0.325236,3.752899,2.177787,0.444885,0.312545,0.116561,8.748682,1.737994,1.512639,1.562927,0.486677,concentrate
5.402993,3.204219,0.66304,1.050114,0.478442,3.2241,6.492531,0.632007,0.498767,0.176079,2.274744,2.327047,0.433202,0.458941,0.103815,2.591265,4.746653,0.517326,0.378571,0.085517,4.463648,2.881676,0.741106,0.293851,0.19836,4.436759,1.234475,1.382962,0.458152,0.337766,3.829882,2.697958,0.418401,0.279134,0.132283,10.125335,2.340516,1.351437,1.53247,0.505929,concentrate
5.606427,3.860981,0.651498,1.093474,0.516262,3.827186,6.994946,0.660843,0.509211,0.207964,2.437998,2.735399,0.398591,0.422991,0.111106,3.019533,5.198798,0.51775,0.351694,0.084134,4.546811,3.352322,0.648408,0.256224,0.22473,4.420657,1.623083,1.319945,0.446168,0.339123,3.717567,3.191,0.38321,0.245303,0.150828,10.589397,3.291449,1.082487,1.393209,0.5086,concentrate
6.131429,4.610181,0.692732,1.104769,0.548604,4.862212,7.340384,0.708067,0.511612,0.229107,2.659626,3.136037,0.390954,0.391896,0.117164,3.725936,5.498334,0.553955,0.333068,0.082438,4.255878,3.728707,0.528364,0.219873,0.248053,4.448025,1.966968,1.218607,0.413848,0.327419,3.444291,3.592451,0.354007,0.219334,0.167958,10.025871,4.382231,0.783842,1.190005,0.502562,concentrate
