POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,label
5.858435,2.792429,0.763506,0.873633,0.407399,0.833156,4.781807,0.303338,0.253714,0.143562,0.891976,2.597003,0.214975,0.361141,0.107683,0.765622,4.530761,0.245442,0.231738,0.106352,0.862025,1.65007,0.508965,0.333303,0.179594,1.308881,1.157401,0.271315,0.492055,0.3378,0.618398,1.34926,0.737973,0.36458,0.114714,1.050189,1.407264,0.482558,1.210212,0.823938,concentrate
6.043749,2.852532,0.79064,0.758289,0.353525,0.713979,6.068748,0.404041,0.27737,0.140536,0.755751,3.262783,0.268751,0.386454,0.105368,0.621186,5.756457,0.334772,0.263501,0.114541,1.094579,1.79622,0.583504,0.326418,0.185699,1.21488,0.909558,0.301648,0.476002,0.349305,0.755206,1.424238,0.781744,0.29279,0.125961,0.969375,1.579752,0.500641,1.131817,0.923218,concentrate
5.566599,3.014276,0.767169,0.674894,0.326778,0.678444,7.207557,0.512761,0.30876,0.137079,0.709181,3.780587,0.33145,0.402583,0.105442,0.561341,6.787634,0.429366,0.298774,0.125918,1.377461,1.995881,0.66286,0.353542,0.194638,1.281929,0.963979,0.33931,0.467827,0.341572,0.89683,1.53916,0.798058,0.256085,0.139918,1.088938,1.946049,0.560193,1.078303,1.073015,concentrate
4.89677,3.247622,0.709547,0.629867,0.335733,0.698301,7.826219,0.592407,0.341204,0.135429,0.717614,3.981983,0.401085,0.408775,0.109423,0.542797,7.308115,0.512153,0.330734,0.138281,1.617608,2.185679,0.721311,0.404437,0.210088,1.435928,1.326186,0.38418,0.459734,0.315844,0.989523,1.65128,0.783445,0.259502,0.155405,1.515539,2.458876,0.639442,1.07682,1.230251,concentrate
5.247784,3.486558,0.652241,0.616241,0.377605,0.726976,7.710015,0.624643,0.362657,0.138785,0.767913,3.812946,0.481263,0.401436,0.11813,0.540771,7.163863,0.58028,0.348656,0.150504,1.734142,2.309038,0.740896,0.455033,0.234478,1.628939,1.891039,0.431951,0.443238,0.280426,1.004171,1.718609,0.738872,0.29018,0.170051,2.353948,3.009229,0.70739,1.117982,1.344322,concentrate
6.643427,3.642903,0.623482,0.621755,0.439981,0.722511,6.890492,0.617668,0.363748,0.14958,0.846796,3.352994,0.570631,0.378244,0.130626,0.53084,6.415672,0.639821,0.344945,0.162704,1.697287,2.374275,0.717218,0.480682,0.266772,1.836121,2.481187,0.471714,0.41589,0.248185,0.958734,1.756529,0.670899,0.325871,0.181166,3.573284,3.463971,0.734504,1.173786,1.383917,concentrate
9.456496,3.646801,0.628861,0.635085,0.505466,0.665167,5.647311,0.585613,0.346677,0.167677,0.927667,2.782772,0.655767,0.343007,0.144459,0.499463,5.326067,0.68623,0.320911,0.175392,1.572677,2.43561,0.661833,0.472307,0.301927,2.051431,2.923727,0.502842,0.382305,0.23127,0.943491,1.833721,0.587861,0.349837,0.187249,4.924584,3.698449,0.714583,1.219837,1.349608,concentrate
14.257391,3.46144,0.645776,0.646039,0.556788,0.566927,4.394532,0.541959,0.323858,0.189258,0.990154,2.293472,0.711638,0.306089,0.156502,0.457025,4.248955,0.706771,0.286892,0.187867,1.470895,2.544904,0.604626,0.441521,0.332676,2.273956,3.135827,0.528678,0.35321,0.23821,1.048521,2.023109,0.508998,0.35814,0.188474,6.037868,3.665257,0.668886,1.242848,1.265408,concentrate
19.014292,3.122214,0.64618,0.644786,0.58396,0.479159,3.478969,0.503922,0.309295,0.207775,1.010378,1.997602,0.716085,0.280704,0.163544,0.428705,3.465749,0.697928,0.257637,0.197472,1.520932,2.715532,0.582747,0.414833,0.350956,2.497975,3.148475,0.552238,0.338909,0.270357,1.348848,2.344876,0.459617,0.355545,0.185957,6.62105,3.399205,0.621503,1.231086,1.162405,concentrate
24.282639,2.688005,0.592731,0.62724,0.588096,0.435073,3.021644,0.471298,0.311884,0.216984,0.978136,1.893781,0.659506,0.277378,0.163321,0.437607,3.070212,0.655261,0.243967,0.2002,1.744883,2.908241,0.639262,0.43195,0.351005,2.673941,3.060028,0.586198,0.355946,0.320207,1.787861,2.749303,0.471905,0.357957,0.181182,6.514547,2.953489,0.594037,1.18498,1.063137,concentrate
26.930489,2.220384,0.48844,0.609518,0.579224,0.477479,2.949213,0.435011,0.337456,0.21468,0.943039,1.915743,0.55099,0.297667,0.155562,0.510966,2.998557,0.578145,0.249996,0.193361,2.041462,3.133509,0.788571,0.530179,0.331801,2.822943,3.02659,0.638794,0.422747,0.371765,2.216558,3.218029,0.556747,0.385385,0.175313,6.109681,2.440296,0.598994,1.120649,0.980632,concentrate
28.337729,1.817736,0.359174,0.619556,0.568078,0.655923,3.133177,0.410954,0.384784,0.203461,1.016096,2.008105,0.428355,0.332588,0.142327,0.692382,3.150742,0.489398,0.271917,0.177628,2.347028,3.59002,1.007138,0.718839,0.299166,3.112069,3.197926,0.708679,0.550112,0.409262,2.518456,3.865328,0.704194,0.446925,0.169224,6.229771,2.056699,0.637945,1.059224,0.921791,concentrate
27.031023,1.5413,0.258372,0.67495,0.560046,0.996248,3.527457,0.435915,0.446566,0.188821,1.279136,2.16774,0.34001,0.366814,0.127102,0.994428,3.5024,0.42854,0.3012,0.157292,2.663098,4.586645,1.258883,0.963209,0.263944,3.760642,3.636942,0.783456,0.731951,0.424704,2.689703,4.881434,0.882976,0.53144,0.163875,7.622469,1.982803,0.710219,1.009665,0.887938,concentrate
24.906958,1.390004,0.222649,0.765657,0.553581,1.441978,4.188169,0.543792,0.509507,0.175793,1.734418,2.439518,0.321022,0.385979,0.113092,1.394914,4.117566,0.430903,0.328565,0.138,3.048065,6.271484,1.498146,1.197489,0.237251,4.892442,4.244631,0.852975,0.945633,0.418944,2.817802,6.334422,1.046766,0.611837,0.160387,10.510795,2.25394,0.804921,0.970473,0.878051,concentrate
21.925053,1.381922,0.26244,0.867367,0.542619,1.873923,5.175185,0.737616,0.555188,0.167358,2.241818,2.854113,0.373307,0.383937,0.102305,1.768887,5.042365,0.505317,0.346927,0.124392,3.531181,8.420685,1.709882,1.360984,0.225498,6.412059,4.803177,0.924078,1.158822,0.39883,2.980016,8.023091,1.169426,0.666091,0.159633,14.394457,2.771163,0.925458,0.944555,0.891979,concentrate
18.659653,1.629849,0.361506,0.972817,0.526472,2.150026,6.451138,0.980208,0.572612,0.164946,2.616849,3.379187,0.462239,0.368955,0.095745,2.009851,6.198431,0.627555,0.355504,0.119026,4.07369,10.476748,1.894018,1.435025,0.228556,8.031596,5.125499,1.012377,1.34694,0.372853,3.243323,9.525601,1.240699,0.699495,0.162221,18.213062,3.487403,1.080665,0.957606,0.923326,concentrate
15.591846,2.343829,0.514757,1.087462,0.516294,2.311403,7.937573,1.232291,0.562128,0.168457,2.74485,3.946774,0.559122,0.35614,0.093973,2.100356,7.41354,0.776612,0.358826,0.121839,4.653647,11.831218,2.067149,1.440386,0.241697,9.342511,5.162601,1.140792,1.494927,0.347844,3.687427,10.421557,1.28783,0.733934,0.168224,20.836037,4.506785,1.277992,1.040494,0.956945,concentrate
12.649118,3.742613,0.723477,1.214925,0.52776,2.568722,9.599414,1.462663,0.535825,0.176206,2.745201,4.518459,0.663369,0.359435,0.097822,2.20688,8.545545,0.938253,0.364303,0.131175,5.453234,12.129623,2.264842,1.408857,0.258822,10.094542,5.010768,1.330726,1.593706,0.32677,4.529078,10.502575,1.366763,0.785294,0.176358,21.769831,6.018933,1.534712,1.203068,0.973931,concentrate
10.474226,5.9034,0.982314,1.340231,0.568709,3.17783,11.537529,1.653431,0.509641,0.185731,2.853339,5.163473,0.800108,0.382529,0.107218,2.5516,9.642962,1.105675,0.376543,0.144359,6.723206,11.422771,2.523921,1.370065,0.275772,10.3104,4.856948,1.593889,1.648884,0.30958,5.938226,9.851664,1.533049,0.85472,0.185051,21.315437,8.132142,1.84075,1.416396,0.963807,concentrate
9.047615,8.717922,1.263073,1.432188,0.630766,4.32609,13.906569,1.786908,0.491808,0.194201,3.282413,6.020488,0.98539,0.417152,0.120469,3.319161,10.918368,1.260646,0.391625,0.158059,8.573161,10.14476,2.826046,1.333191,0.291823,10.22248,4.922162,1.900031,1.671467,0.295933,7.910762,8.791778,1.786717,0.924948,0.193981,20.244734,10.773585,2.149337,1.610942,0.927488,concentrate
8.715312,11.756516,1.518562,1.456126,0.690927,6.046715,16.693075,1.842853,0.481725,0.198305,4.106412,7.157859,1.200902,0.450271,0.134328,4.577063,12.532133,1.368616,0.400639,0.168256,10.840355,8.847015,3.10736,1.288554,0.307346,10.127903,5.344232,2.193328,1.669998,0.28739,10.167331,7.698855,2.073467,0.968809,0.204043,19.257261,13.571701,2.388448,1.717007,0.877276,concentrate
9.056686,14.548878,1.706473,1.394763,0.722786,8.088383,19.638227,1.820234,0.473403,0.195726,5.17102,8.507866,1.401538,0.470998,0.145024,6.154551,14.437775,1.404042,0.395991,0.172139,13.005671,7.875043,3.293483,1.21984,0.32157,10.148893,6.088973,2.430313,1.648776,0.28486,12.163511,6.782202,2.303916,0.96401,0.215827,18.518286,15.905376,2.50199,1.703058,0.83346,concentrate
10.197149,16.735142,1.779083,1.265227,0.710295,9.978562,22.227346,1.716889,0.455239,0.186012,6.223635,9.831655,1.515237,0.472527,0.149837,7.689147,16.292425,1.348775,0.373916,0.169455,14.532417,7.313463,3.306987,1.122837,0.331609,10.288263,6.981733,2.586724,1.605202,0.28751,13.437617,6.104756,2.389624,0.910281,0.22801,17.913147,17.252901,2.455308,1.584703,0.8136,concentrate
11.627064,18.139051,1.720799,1.123898,0.65427,11.203957,23.777002,1.54152,0.419211,0.170944,6.972595,10.744553,1.488995,0.455165,0.148873,8.735342,17.493246,1.204261,0.336661,0.162078,15.111721,7.109628,3.099291,1.020685,0.335374,10.435098,7.768407,2.668917,1.538972,0.292798,13.868197,5.750528,2.279022,0.833731,0.239117,17.299416,17.458029,2.250344,1.421588,0.82308,concentrate
13.017477,18.653017,1.563434,1.038938,0.570473,11.352672,23.738638,1.341,0.369246,0.154457,7.168577,10.882,1.326157,0.425456,0.145081,8.916331,17.47554,1.009415,0.292547,0.15319,14.753585,7.411913,2.72538,0.949361,0.332656,10.379367,8.260031,2.708282,1.462225,0.297341,13.612927,6.046102,2.017936,0.772914,0.248946,16.482857,16.862581,1.961707,1.282313,0.854147,concentrate
14.430894,18.310432,1.364573,1.053539,0.482183,10.427638,21.990705,1.181196,0.320707,0.141188,6.815837,10.128372,1.083712,0.392355,0.142217,8.195896,16.047194,0.828939,0.254406,0.145847,13.818826,8.537564,2.256208,0.923491,0.325391,10.056672,8.479411,2.708387,1.381178,0.297386,13.037801,7.377839,1.681778,0.749427,0.258159,15.498126,16.118891,1.66793,1.204207,0.89022,concentrate
15.336897,17.247875,1.183535,1.154615,0.408826,8.763559,18.945127,1.097915,0.28405,0.133932,6.142305,8.729643,0.838698,0.359577,0.142533,6.87639,13.56166,0.707511,0.229217,0.141239,12.832251,10.572842,1.753417,0.926064,0.317535,9.634216,8.583793,2.627818,1.290939,0.292003,12.518411,9.734799,1.331917,0.758345,0.267698,14.718537,15.818849,1.425103,1.177419,0.913991,concentrate
15.853475,15.548002,1.065611,1.283245,0.358474,6.892744,15.295396,1.078578,0.258313,0.132062,5.404518,7.097497,0.649972,0.325814,0.144904,5.402336,10.685256,0.656127,0.214329,0.138107,11.998242,13.065928,1.32533,0.931712,0.311787,9.400084,8.715047,2.451764,1.187727,0.285164,12.010949,12.484197,1.047567,0.784422,0.278109,14.310197,16.084749,1.274274,1.166006,0.915519,concentrate
15.275667,13.236437,1.020359,1.367707,0.329961,5.14854,11.701555,1.077646,0.237875,0.132302,4.70526,5.570023,0.531772,0.290303,0.145698,4.088158,8.046511,0.652634,0.202612,0.133737,11.201327,15.096826,1.045968,0.919321,0.306288,9.510198,8.865787,2.214029,1.071526,0.282474,11.213947,14.583307,0.875862,0.809419,0.287263,14.05755,16.443611,1.231494,1.13143,0.896754,concentrate
13.513641,10.470188,1.022851,1.364839,0.320819,3.796495,8.705925,1.051444,0.223956,0.132771,4.062086,4.350032,0.461184,0.256909,0.14181,3.10069,6.097435,0.663427,0.191482,0.127346,10.167919,15.781083,0.929483,0.886305,0.296739,9.860549,8.831442,1.966601,0.949397,0.288101,9.902112,15.155547,0.812646,0.824006,0.291331,13.508187,16.140989,1.277213,1.069624,0.868525,concentrate
11.571173,7.635387,1.0524,1.278363,0.33481,2.89414,6.66153,1.01745,0.233112,0.134625,3.468735,3.482771,0.415573,0.234727,0.133218,2.480603,5.011894,0.689555,0.19118,0.121722,8.854459,14.762937,0.920745,0.845431,0.279889,10.216179,8.392596,1.749029,0.834913,0.302113,8.170074,13.982597,0.809491,0.829103,0.285983,12.441306,14.744617,1.364891,1.020249,0.840553,concentrate
8.901211,5.180151,1.103847,1.14688,0.380425,2.46699,5.707156,1.046135,0.285879,0.140907,3.00011,2.932863,0.404914,0.232277,0.123474,2.21191,4.725579,0.770111,0.216265,0.122222,7.480613,12.391341,0.95311,0.810796,0.257055,10.321067,7.510801,1.588966,0.745289,0.320739,6.424946,11.581451,0.81499,0.825754,0.269278,10.972587,12.436987,1.449396,1.028127,0.812836,concentrate
7.798139,3.491996,1.186638,1.02537,0.459336,2.341063,5.752166,1.168484,0.385172,0.154366,2.695521,2.634758,0.448004,0.250616,0.117182,2.176983,5.018769,0.916657,0.271232,0.132979,6.378014,9.516037,1.000225,0.788703,0.233904,10.135497,6.355483,1.500973,0.68812,0.337941,5.09815,8.914557,0.818584,0.812517,0.2432,9.761656,9.860584,1.522374,1.103845,0.780626,concentrate
7.010715,2.682022,1.289885,0.952792,0.560966,2.363955,6.437844,1.367107,0.507538,0.174721,2.60755,2.493662,0.557716,0.283677,0.116406,2.259344,5.56134,1.111524,0.344008,0.153129,5.755174,7.117293,1.051162,0.776487,0.216693,9.784608,5.202056,1.483679,0.6625,0.347429,4.415552,6.957211,0.825004,0.787535,0.212796,9.60534,7.699868,1.579977,1.210058,0.747737,concentrate
8.140915,2.580326,1.413834,0.938264,0.665527,2.450784,7.301778,1.584779,0.612131,0.197771,2.699198,2.426796,0.728469,0.321294,0.119468,2.37915,6.04482,1.305183,0.411213,0.176601,5.642501,5.886012,1.098725,0.766466,0.210488,9.463471,4.278722,1.52213,0.658037,0.346374,4.338301,6.281225,0.842589,0.75248,0.18597,10.983685,6.34461,1.609545,1.283326,0.735382,concentrate
9.687771,2.897101,1.57618,0.956679,0.751376,2.527059,7.961457,1.75918,0.660858,0.21779,2.887348,2.403287,0.945463,0.354382,0.122362,2.499879,6.281851,1.445452,0.449539,0.19574,5.908343,5.911148,1.149166,0.748251,0.216397,9.269416,3.66698,1.619218,0.659221,0.336917,4.6499,6.796874,0.881602,0.709014,0.169725,13.586149,5.788692,1.623026,1.266762,0.771285,concentrate
11.473856,3.39415,1.823583,0.970545,0.802674,2.598423,8.25794,1.862857,0.637575,0.230845,3.05647,2.460994,1.193444,0.379135,0.121895,2.578617,6.267171,1.511044,0.447814,0.205396,6.347867,6.692072,1.224642,0.713729,0.230579,9.101021,3.309538,1.804422,0.652669,0.324658,5.130135,7.854474,0.952069,0.657935,0.166537,16.445518,5.719768,1.656559,1.140881,0.87043,concentrate
12.61165,3.929205,2.126009,0.954445,0.812795,2.619428,8.192321,1.882934,0.556695,0.236207,3.119631,2.640141,1.436954,0.396026,0.117986,2.592981,6.089777,1.498788,0.411669,0.204586,6.736943,7.570745,1.319894,0.655466,0.245992,8.808805,3.153723,2.055354,0.629387,0.314385,5.586721,8.725637,1.040561,0.597062,0.172913,18.490631,5.803156,1.706885,0.942839,1.020158,concentrate
12.791767,4.388849,2.437482,0.898692,0.786074,2.593295,7.800892,1.844284,0.452715,0.236224,3.032929,2.891341,1.636677,0.405253,0.113684,2.53709,5.80363,1.436963,0.357778,0.196482,6.821541,8.052551,1.411808,0.569263,0.256695,8.179811,3.148058,2.296866,0.584538,0.307394,5.776324,8.946925,1.120968,0.522326,0.182592,18.880148,5.801162,1.758983,0.746809,1.176601,concentrate
11.73805,4.622608,2.651911,0.814596,0.734104,2.45162,7.110613,1.758515,0.361877,0.23451,2.766238,3.077039,1.739174,0.40763,0.113011,2.37675,5.388244,1.344901,0.304347,0.186741,6.415366,7.927718,1.448887,0.462679,0.259632,7.03552,3.198637,2.414089,0.52682,0.301122,5.534653,8.397336,1.152582,0.43468,0.190031,17.301964,5.561303,1.762999,0.638944,1.282777,concentrate
9.721314,4.494781,2.683866,0.725697,0.671037,2.172401,6.19167,1.633258,0.306458,0.232849,2.377077,3.065103,1.710034,0.405423,0.118342,2.11198,4.823307,1.238858,0.263246,0.180088,5.511188,7.281096,1.393748,0.355389,0.253722,5.469083,3.196511,2.324352,0.471595,0.289695,4.834056,7.287248,1.107853,0.342064,0.191689,14.231501,5.027571,1.671826,0.675656,1.298963,concentrate
7.372003,3.979179,2.498382,0.657564,0.60899,1.836924,5.198268,1.483987,0.289463,0.229648,1.95292,2.822491,1.559631,0.404422,0.128646,1.781548,4.158673,1.142125,0.239723,0.177486,4.308945,6.433467,1.264861,0.26877,0.239988,3.804987,3.058095,2.022043,0.429183,0.268462,3.846104,6.053927,1.005409,0.256912,0.186496,10.718551,4.272923,1.466808,0.854981,1.224575,concentrate
5.228141,3.174334,2.127791,0.628919,0.556279,1.554326,4.330259,1.306693,0.297986,0.221441,1.576026,2.423452,1.320144,0.408029,0.140151,1.456878,3.52058,1.054901,0.231342,0.176022,3.146658,5.747958,1.115112,0.218116,0.221347,2.427882,2.765771,1.594144,0.401617,0.238769,2.856904,5.111206,0.894118,0.193732,0.175898,7.746283,3.478902,1.191668,1.124691,1.093773,concentrate
3.753445,2.314472,1.669753,0.645731,0.516169,1.452059,3.737679,1.116294,0.315373,0.205157,1.304315,2.019125,1.04864,0.415055,0.148607,1.224787,3.051491,0.97951,0.232661,0.170855,2.329,5.4202,0.983461,0.20871,0.20153,1.554403,2.377093,1.164248,0.385363,0.206175,2.121778,4.640612,0.81448,0.164078,0.162814,5.828966,2.853995,0.903647,1.407377,0.951537,concentrate
2.895007,1.608569,1.230562,0.699542,0.487703,1.520223,3.435859,0.948318,0.332994,0.181346,1.126632,1.749003,0.807607,0.420523,0.151287,1.102043,2.811212,0.925757,0.241559,0.158821,2.008555,5.382246,0.904795,0.237117,0.183648,1.17959,1.958244,0.831054,0.376727,0.176943,1.773523,4.522099,0.809642,0.172588,0.14987,4.808331,2.482114,0.657032,1.651882,0.835661,concentrate
2.342383,1.166958,0.890006,0.76732,0.466358,1.640932,3.305079,0.818096,0.349109,0.15556,1.001046,1.665335,0.635708,0.41776,0.148238,1.04659,2.743008,0.884407,0.258077,0.140909,2.145819,5.355795,0.89716,0.296883,0.169962,1.208792,1.556439,0.640976,0.374814,0.156503,1.78686,4.43812,0.903652,0.21576,0.138673,4.285857,2.271327,0.506634,1.850035,0.762326,concentrate
1.918374,0.974046,0.680685,0.817076,0.445646,1.645858,3.186323,0.724787,0.362488,0.135243,0.877053,1.713414,0.536025,0.400586,0.141622,0.972864,2.723362,0.838712,0.280704,0.121391,2.559557,5.106936,0.960646,0.378537,0.161912,1.54521,1.21743,0.58444,0.382628,0.14772,2.03625,4.15205,1.089272,0.283242,0.130641,3.983979,2.099941,0.481693,2.016444,0.722237,concentrate
1.528306,0.937659,0.58799,0.823217,0.422644,1.501011,2.96461,0.655827,0.371467,0.125904,0.768304,1.77971,0.480988,0.369466,0.134427,0.878495,2.640179,0.773612,0.308621,0.105033,3.06053,4.549709,1.086117,0.471544,0.159879,2.135002,0.965494,0.612077,0.407868,0.151136,2.397401,3.606576,1.335595,0.362686,0.127507,3.933883,1.855085,0.569949,2.165141,0.690344,concentrate
1.256291,0.961277,0.555712,0.780027,0.398235,1.233199,2.606497,0.584264,0.37356,0.127644,0.709363,1.768559,0.432901,0.33345,0.128944,0.779359,2.448468,0.675184,0.340727,0.094491,3.50932,3.782387,1.237178,0.563924,0.163046,2.908039,0.805444,0.664095,0.456022,0.163961,2.793568,2.923059,1.575362,0.442916,0.130831,4.248037,1.532576,0.713268,2.295553,0.647085,concentrate
1.159755,1.009036,0.538816,0.712385,0.375733,0.970947,2.22587,0.493628,0.368255,0.135024,0.740875,1.678597,0.37332,0.307629,0.125728,0.730137,2.226158,0.54524,0.37486,0.089194,3.837909,2.990576,1.362504,0.639361,0.168047,3.692596,0.742242,0.699425,0.524205,0.181042,3.175043,2.274348,1.737851,0.512013,0.139765,4.817451,1.207531,0.851616,2.375576,0.58589,concentrate
1.213316,1.124388,0.520583,0.663928,0.360477,0.880798,2.005262,0.39061,0.357303,0.141422,0.90012,1.592253,0.307584,0.30293,0.123856,0.816185,2.109291,0.40502,0.405879,0.087075,3.999512,2.335989,1.420449,0.680192,0.170187,4.28825,0.788051,0.70587,0.598473,0.19774,3.489755,1.784043,1.773263,0.557876,0.15082,5.39041,0.985584,0.942766,2.349643,0.511071,concentrate
1.429021,1.402865,0.491587,0.674397,0.355285,1.086692,2.060423,0.292499,0.34909,0.142857,1.212095,1.602513,0.245582,0.323039,0.122004,1.096726,2.190185,0.28184,0.43147,0.086386,4.026616,1.904809,1.390144,0.678834,0.16585,4.599062,0.957066,0.689469,0.663462,0.210416,3.698552,1.500968,1.66684,0.576565,0.159043,5.768476,0.961056,0.970746,2.188054,0.434856,concentrate
1.859675,1.930208,0.450213,0.767094,0.360428,1.60935,2.38124,0.214638,0.351185,0.140057,1.666607,1.761759,0.199068,0.360171,0.119655,1.58176,2.464081,0.193771,0.449419,0.086903,4.02456,1.754089,1.28744,0.640512,0.155422,4.667706,1.284075,0.666969,0.708055,0.217467,3.810556,1.448805,1.456017,0.571384,0.160464,5.91285,1.194806,0.949851,1.915973,0.372867,concentrate
2.474759,2.684342,0.400466,0.935473,0.376037,2.354155,2.833077,0.159371,0.365021,0.137746,2.202739,2.037737,0.174398,0.398424,0.117882,2.197826,2.829265,0.143031,0.456648,0.090671,4.13439,1.882935,1.154858,0.579387,0.142887,4.661454,1.771576,0.652032,0.72603,0.220136,3.913713,1.617697,1.207635,0.548066,0.154734,5.975165,1.665531,0.905471,1.61078,0.341402,concentrate
3.295944,3.50686,0.348311,1.142992,0.403321,3.140935,3.224114,0.125934,0.387666,0.141265,2.726062,2.322375,0.172389,0.423057,0.118745,2.835302,3.134376,0.122338,0.451281,0.100257,4.363239,2.202927,1.033052,0.522806,0.13328,4.729965,2.356625,0.643995,0.724906,0.223117,4.029958,1.944487,0.980715,0.517533,0.144953,6.089439,2.271708,0.850985,1.366059,0.356644,concentrate
4.199852,4.178555,0.303341,1.342186,0.442216,3.809928,3.425146,0.113488,0.415408,0.152925,3.159961,2.51282,0.189906,0.429987,0.123745,3.395782,3.272892,0.123252,0.435249,0.116121,4.631523,2.579515,0.937076,0.499755,0.131106,4.928215,2.937335,0.631824,0.722104,0.232612,4.173668,2.326335,0.80891,0.493413,0.136616,6.345789,2.872674,0.788404,1.244388,0.428299,concentrate
5.034835,4.48156,0.273862,1.494659,0.486673,4.250071,3.428741,0.12186,0.443495,0.169722,3.444242,2.540107,0.219504,0.426013,0.133087,3.800662,3.224362,0.139624,0.413429,0.135196,4.805946,2.848447,0.862978,0.526846,0.138077,5.163479,3.361084,0.605155,0.736139,0.252753,4.289547,2.617977,0.693804,0.486322,0.135084,6.688017,3.297536,0.710307,1.246711,0.55329,concentrate
